# 2M Internet Geofeed
# This feed is encoded in RFC 8805 format.
# Publication date: 2024-07-23
#
# This data feed provides approximate geo locations for a subset of
# 2M Internet IP space, and the data included in this feed may be used only
# for improving the accuracy of Geo:IP lookups
#ip_prefix,alpha2code,region,city,postal_code
83.147.48.0/22,MX,MX-JAL,Degollado,47980
